id,identifier
5f5513aa06158f011e1e4093,427-PR-00209
5f630b6806158f011e7588ac,261-VI-00055
5eb5946cda6da3b502e51762,168-VI-00055
5f3f620b06158f011efa09de,410-PR-00733
60fb55c986f54aa21453d8b7,300-VI-00003
5f20674e3a620227c4d375bb,581-VI-00001
5eb4e82bda6da3b502da6360,073-VI-00012
5eb4e823da6da3b502da5e99,068-VI-00012
5eb4e80eda6da3b502da5169,056-VI-00046
5ef43f82f1cdbf68d0670710,665-VI-00011
5f172d0ff1cdbf68d001ede6,453-VI-00022
5ed68ca82158107829e55718,200-AA-00002
5ec58cb8215810782924703d,417-VI-00002
5eb596f2da6da3b502e5a6b7,277-VI-00003
5eb4e7e9da6da3b502da3b37,042-VI-00001
5f0405e5f1cdbf68d0142fcc,131-VI-00049
5fee3b4e9e8b013f2690d003,173-PR-00142
5eb4ead0da6da3b502db280c,266-AA-00002
5eb4e904da6da3b502daba00,182-VI-00005
5eb4ebc9da6da3b502db5901,436-VI-00001
5eb4e943da6da3b502dacc0a,193-VI-00040
5f896f9485445785cc4f70b4,232-VI-00077
5ee0f65df1cdbf68d0760768,280-VI-00007
607eebd3b5ef6a0c9854b18e,664-PR-02765
5ed53a922158107829d87bf5,195-VI-00033
5eb4e942da6da3b502dacbd2,193-VI-00014
5ee50e99f1cdbf68d0bf34db,450-VI-00001
5eb4e913da6da3b502dabe53,187-VI-00023
5f3f510706158f011ef5ffe6,175-VI-00025
5f18774ef1cdbf68d010dd7c,111-PR-00664
5f5513d706158f011e1e441b,746-PR-00604
5fee31b99e8b013f269001c4,058-PR-00856
5ee7aef5f1cdbf68d0de0424,238-VI-00062
624476c1755cba02e5d6284d,339-VI-00036
5f0405d0f1cdbf68d014282b,098-VI-00010
607edae5b5ef6a0c984f3fe9,1109-VI-00002
5eb4ec2dda6da3b502db785f,465-VI-00001
5eb4e80eda6da3b502da5165,056-VI-00044
5eb4e963da6da3b502dad4d5,196-VI-00042
5eb4e83dda6da3b502da6bb4,088-AA-00003
5f171fb6f1cdbf68d000b2c3,115-VI-00026
5eb4e8c1da6da3b502daa362,151-VI-00004
5fee47009e8b013f2691b673,326-PR-02552
5f55131406158f011e1e3306,199-PR-00033
5f5519ba06158f011e1ec817,391-CO-00079
5ec835c521581078294c9b80,646-VI-00001
5eb4e81ada6da3b502da5a5e,061-VI-00007
5eb4ea36da6da3b502db07a1,228-AA-00001
5f28449c06158f011eaec728,107-VI-00004
61b9934b21f9a393b3bbca37,812-VI-00005
5ed9d604f1cdbf68d024ba72,252-VI-00003
5f899c1c85445785cc55eb41,399-CO-00126
5eb4e846da6da3b502da7016,101-VI-00008
5eb4e9afda6da3b502dae80b,215-VI-00079
5eb4e83dda6da3b502da6bb0,083-VI-00003
60fb55ce86f54aa21453e86e,255-VI-00014
5f5c96fe06158f011edb2f0a,220-AA-00002
5f2300f506158f011e895a87,199-VI-00065
5ed68cac2158107829e5576e,202-VI-00008
5eb4eb59da6da3b502db4397,399-VI-00009
5f26fc7506158f011ea7e83c,329-VI-00011
5f06af17f1cdbf68d0301d22,255-VI-00009
60a69326c06b49dd3f69453c,060-PR-00977
5f0405a1f1cdbf68d014170a,058-VI-00084
5ee0f2c2f1cdbf68d075a1e8,122-VI-00006
5fee40b89e8b013f26913aaf,233-PR-02642
5eb4e860da6da3b502da7cc6,118-VI-00003
5f55083006158f011e1cf41f,194-VI-00052
6176c0ff6e54bb62e7c94b15,837-AA-00006
5fee68af9e8b013f2693d677,186-EE-00106
5efa28d8f1cdbf68d0a560d0,582-VI-00052
5fee55609e8b013f2692aead,654-VI-00062
5f5502bf06158f011e1c2673,068-VI-00033
60e7427786f54aa214e82254,1096-PR-02509
5eb4e81ada6da3b502da5a0a,059-VI-00001
5eb4ecbeda6da3b502dbaca7,582-VI-00036
5eb4eae6da6da3b502db2c9e,278-VI-00029
5f3f63b006158f011efa5ed5,399-VI-00009
5f0f4453f1cdbf68d09aa3fb,057-CO-00024
618e71596abee66874eb752d,578-VI-00004
5eb4e875da6da3b502da8593,136-VI-00003
5efb7092f1cdbf68d0b33c43,062-VI-00008
5f5512fb06158f011e1e30fe,156-PR-00210
60e742a386f54aa214e8498d,200-PR-02589
5eb4e9d5da6da3b502daf129,219-VI-00032
5eb4ea5dda6da3b502db101f,123-PR-00016
5ee9010ef1cdbf68d0eda1f4,377-VI-00004
5eb4e845da6da3b502da6ff6,100-VI-00012
5f5512dd06158f011e1e2ea2,143-PR-00088
5ee50e0bf1cdbf68d0bf28e8,480-PR-00260
5faa6c5c205391c03b5de759,646-PR-00959
5f0b4301f1cdbf68d06a842d,101-VI-00017
5f133324f1cdbf68d0d2bbaa,431-PR-00481
5eb4eb15da6da3b502db362d,325-VI-00044
61a4e1bf21f9a393b31d2335,186-VI-00195
5ec8354d21581078294c909a,411-VI-00001
60e741de86f54aa214e7b805,001-CO-00519
5f5500d506158f011e1bca97,046-AA-00122
5eb4e8abda6da3b502da9b03,142-VI-00003
61361ed9786f7f0df67c25c5,068-AA-00003
5f8999c985445785cc55c0ef,192-CO-00060
5fee41789e8b013f26914a5c,565-VI-00010
5fee361f9e8b013f26905bf4,475-VI-00005
5f6c262106158f011ed9a061,204-VI-00020
5f2059bb3a620227c4d10a00,033-VI-00027
5eb4e953da6da3b502dad041,194-VI-00026
5fee58a19e8b013f2692e3fc,703-VI-00003
5ebc2c00da6da3b502300d8b,140-VI-00064
5ec023302158107829df3183,311-PR-00427
5eb4e9abda6da3b502dae737,212-VI-00035
5ee50ea6f1cdbf68d0bf35cf,532-VI-00033
5fee5b1f9e8b013f2693065c,991-PR-00961
5eb4e8cfda6da3b502daa81b,160-VI-00005
5f99963e85445785cced4bff,679-PR-00760
5f0405fbf1cdbf68d01435f9,156-VI-00007
609408b4b5ef6a0c9849de5d,658-CO-00673
5efb7097f1cdbf68d0b33d05,075-VI-00003
5eb4e8f5da6da3b502dab4f6,168-VI-00012
5eb4eb13da6da3b502db35d8,315-VI-00001
5f74ef7606158f011e1c086f,444-CO-00179
5eb4e87fda6da3b502da89e0,137-VI-00006
5f09f573f1cdbf68d05db2f9,230-AA-00004
5fee31c99e8b013f269005bc,058-PR-02156
5f22feda06158f011e88b80a,149-VI-00007
5f1b1747f1cdbf68d03185f7,168-VI-00005
5eb4e860da6da3b502da7cd4,118-VI-00009
5f3f5e8506158f011ef948e6,325-VI-00043
5eb4e998da6da3b502dae24f,204-VI-00023
5f5513dd06158f011e1e4499,769-PR-00717
5eb4e857da6da3b502da7892,112-VI-00014
5f89587c85445785cc4db82d,175-AA-00004
5ec2c4512158107829fde725,163-VI-00023
5eb4e913da6da3b502dabe67,188-VI-00004
5f8d12f585445785cc89fac9,631-VI-00029
5ee3bd64f1cdbf68d0af3c27,431-PR-00066
5fee40e29e8b013f26913dde,241-PR-00904
60e7423986f54aa214e7f9ca,173-EE-00146
5eb4e8a0da6da3b502da96b9,140-VI-00032
5efb752df1cdbf68d0b3bf9b,398-VI-00011
5ecfc363215810782994efd4,033-VI-00021
5eb4e9c0da6da3b502daec7d,216-VI-00041
5f55134806158f011e1e37a3,324-PR-00621
5ee900d6f1cdbf68d0ed9d9f,268-VI-00003
5eb4e903da6da3b502dab995,173-VI-00011
607edadeb5ef6a0c984f3ddd,1083-VI-00005
5f04b0d9f1cdbf68d01a2e2f,058-PR-00530
5ef4e56cf1cdbf68d06eb72c,582-VI-00029
5f25aa4706158f011e9f44b9,494-VI-00002
5eb4ea7ada6da3b502db161e,235-VI-00019
5efa2763f1cdbf68d0a53da7,212-PR-00542
5f2c39e006158f011eeb8b86,057-VI-00006
5f5500c206158f011e1bc68c,045-VI-00164
5ef23bd9f1cdbf68d056c585,274-AA-00002
60a692f3c06b49dd3f693832,1113-EE-00196
5f04ad98f1cdbf68d019588e,299-VI-00006
5f0f4468f1cdbf68d09aa56f,326-CO-00051
5eb4eb14da6da3b502db3607,325-VI-00011
5f3f510006158f011ef5fed6,175-AA-00003
62a0bb95206f25fb6b3028d9,475-VI-00003
5fef9eff9e8b013f26ad0be9,655-PR-02149
5f08aa82f1cdbf68d04efed8,239-VI-00008
5f3f626106158f011efa1ba2,602-PR-00270
5f1d12c33a620227c4b83874,585-PR-00710
5f23049106158f011e8a3f45,173-PR-00142
5f20673f3a620227c4d3740b,514-VI-00005
5eb4e9adda6da3b502dae7c7,215-VI-00048
5eb4e823da6da3b502da5ecd,070-VI-00009
5ebc302dda6da3b50230c391,430-VI-00001
5f0deb92f1cdbf68d08a07ef,194-PR-00403
5f683b6706158f011eaf53bb,001-PR-00679
5fee3e6b9e8b013f26910787,209-PR-02721
5eb4e8dcda6da3b502daacb6,163-VI-00021
5eb4e83dda6da3b502da6bd5,089-VI-00002
5fee584c9e8b013f2692dfa8,686-VI-00001
5eb4e964da6da3b502dad4eb,198-VI-00017
5f3f366b06158f011ef28676,045-VI-00151
5ed14d162158107829ad9b8c,314-VI-00001
5eea51edf1cdbf68d0fcb9c7,238-VI-00044
5eb4e8a1da6da3b502da96e6,140-VI-00056
5eb4e7c7da6da3b502da35c3,032-VI-00012
5fee5c329e8b013f269319b5,831-VI-00005
5f58005306158f011e4cf38a,398-VI-00001
5eb4e861da6da3b502da7d17,125-VI-00015
5f06af6ef1cdbf68d03024cf,111-PR-00712
5eb4e8c2da6da3b502daa3a1,158-VI-00015
5eb4e84fda6da3b502da7465,109-VI-00037
5ececc442158107829866ec5,140-VI-00095
5eb4ea21da6da3b502db02ec,225-VI-00030
5fee29869e8b013f268f4997,419-VI-00075
5f113c08f1cdbf68d0b17627,192-CO-00227
5fee4a609e8b013f2691f1b9,593-VI-00012
5ef238f9f1cdbf68d0566853,212-VI-00060
5eb4ea90da6da3b502db1ad0,243-VI-00007
5eb4e913da6da3b502dabe7b,188-VI-00013
5eb4e8c1da6da3b502daa38f,158-VI-00004
5f132abaf1cdbf68d0d1cba8,036-VI-00055
5f8d0d1485445785cc863c2e,163-VI-00024
5eb4ea90da6da3b502db1aa8,240-AA-00003
5ec5809f215810782922d879,047-VI-00042
5ef63497f1cdbf68d07b1da2,439-VI-00008
5f0f4078f1cdbf68d09a59e8,077-PR-00443
61700bc76e54bb62e7021b64,477-PR-03376
5f2c4a3606158f011eee2c22,239-DC-00028
5f5512dc06158f011e1e2e8b,143-PR-00081
5eb5944eda6da3b502e512cc,160-VI-00027
6090075eb5ef6a0c98f5698c,277-VI-00015
5fef77539e8b013f26aa67e6,118-VI-00012
5fee4b8e9e8b013f2692061a,600-VI-00015
5eced26121581078298786aa,239-VI-00015
5f8d14ba85445785cc8a1c93,326-PR-00588
5eb4eb2ada6da3b502db3a83,326-VI-00011
5f5519d306158f011e1ec9e6,491-EE-00042
5eb4e943da6da3b502dacc2b,194-VI-00022
5eb4e88ada6da3b502da8e3a,139-VI-00039
5ec832c721581078294c4ae4,253-VI-00022
5ed9d829f1cdbf68d0250a34,150-EE-00001
5fee58559e8b013f2692e027,686-VI-00003
60e7417f86f54aa214e77ded,581-VI-00013
6090118fb5ef6a0c98f7348a,769-PR-02842
5ec8321d21581078294c340e,175-VI-00016
5f76ccef06158f011e36e5e2,293-VI-00014
5f99612885445785cce9f594,255-VI-00012
5ee3bce1f1cdbf68d0af3158,427-VI-00021
5f18720bf1cdbf68d01041cc,068-AA-00001
5eb6e488da6da3b502f37335,075-VI-00004
5fee00d09e8b013f268b130a,149-VI-00011
5ef4e445f1cdbf68d06e9f21,336-PR-00367
5f3f52dc06158f011ef65433,193-VI-00014
5faa55cc205391c03b5ca8c5,112-PR-02085
603b9f5b9e8b013f26f607b2,329-VI-00018
5eb4ea65da6da3b502db11a5,232-VI-00026
607eebbdb5ef6a0c9854ad2d,758-PR-00992
61700bd46e54bb62e702b62e,1044-PR-02079
5eb4e860da6da3b502da7cdc,121-VI-00002
5f89933785445785cc55435e,823-PR-02004
5fee51fc9e8b013f2692745a,474-PR-02110
5eb4e860da6da3b502da7cca,118-VI-00005
5f25a07206158f011e9d79bb,107-VI-00004
5ee65f7df1cdbf68d0cea95e,399-PR-00576
5f898b8e85445785cc536ba0,341-PR-00796
5f6d844e06158f011ee3d456,386-PR-02052
5f3f555306158f011ef6c6a1,200-VI-00019
5f5519b506158f011e1ec7ba,337-CO-00123
5ed155612158107829ae2aa4,335-EE-00003
5ec01fb62158107829de7467,131-VI-00041
5f19cfdff1cdbf68d020c5d9,475-VI-00005
5f55112c06158f011e1e0899,441-VI-00017
5f3f627506158f011efa1f64,843-PR-00897
5eb4eb3bda6da3b502db3dc6,173-PR-00142
5eb4eafada6da3b502db30d0,280-VI-00015
5f11e408f1cdbf68d0c3096a,429-VI-00011
5eb4e9aada6da3b502dae6f4,212-VI-00007
5f899a3485445785cc55c8fe,208-CO-00300
5eb4e7e5da6da3b502da3a8a,036-VI-00034
5f5513b106158f011e1e4121,431-PR-00175
5f244ea406158f011e949ab0,064-VI-00001
5f3f33c106158f011ef25fc1,038-VI-00121
5f7fa1bc06158f011ea04e4a,565-VI-00011
5f3f36b406158f011ef28cba,046-VI-00109
5f040d80f1cdbf68d015acd3,628-VI-00016
61140d4a786f7f0df682b372,664-PR-02196
5eef95f0f1cdbf68d0377c03,200-VI-00077
6101eff586f54aa214a4a534,305-VI-00001
5f5f95da06158f011e407a33,109-VI-00017
5eb4e943da6da3b502dacc27,194-VI-00018
5eb4e84fda6da3b502da746d,111-VI-00003
5eb4eb59da6da3b502db43b5,403-VI-00001
5eea4e9df1cdbf68d0fc59c6,112-VI-00012
5eb4e87fda6da3b502da89e2,137-VI-00007
5eb4e81bda6da3b502da5a75,062-VI-00006
5ede7163f1cdbf68d05883d2,168-VI-00050
5ec583062158107829232b8e,149-VI-00004
5eb4e7c1da6da3b502da3597,001-VI-00004
5f5513cb06158f011e1e432f,592-PR-00238
5ebc2dbdda6da3b502304b3e,221-VI-00045
5f996f7585445785cceaea0d,057-PR-00911
5f1873b9f1cdbf68d0107d80,172-VI-00007
62060ad7d4bdad853fb3036c,1266-PR-03484
5f8feb5785445785ccc344ea,442-PR-02001
5eb4e814da6da3b502da55dc,058-VI-00025
5f3f6dc706158f011efbedfc,747-VI-00001
61547255786f7f0df6e91180,812-VI-00013
5eb4e7e7da6da3b502da3afd,039-VI-00011
61700bd06e54bb62e7028a8d,166-VI-00014
5eb4e8c1da6da3b502daa386,153-VI-00002
5eda4cd9f1cdbf68d02c5744,048-VI-00061
5f3f61e906158f011efa0331,314-PR-00818
5eb4e7c1da6da3b502da3599,001-VI-00006
5f04a275f1cdbf68d018cc33,107-VI-00002
5eb4e846da6da3b502da700c,101-VI-00003
5f5517de06158f011e1e9ef5,991-VI-00004
5eee4746f1cdbf68d028935c,327-VI-00004
5f7df0fc06158f011e7d3e19,660-VI-00001
5fef88759e8b013f26abe411,297-VI-00002
5eb4e7c2da6da3b502da359d,001-VI-00008
5f075129f1cdbf68d03b177b,113-VI-00001
5f3f36c506158f011ef28dda,046-VI-00158
6125c1e6786f7f0df674d6d3,743-PR-00949
5eb4e814da6da3b502da55a5,057-VI-00026
5ef439aff1cdbf68d0667eaa,172-VI-00004
6160c419dbd480e4a9c511bf,548-VI-00003
5ef2397af1cdbf68d0567fb0,216-VI-00102
5fee5e1f9e8b013f269336fe,980-VI-00001
5fee52c59e8b013f26928164,646-VI-00012
5f3f5e3506158f011ef936c4,307-VI-00029
60e742b786f54aa214e859bf,301-PR-03140
5f0405e4f1cdbf68d0142f76,131-VI-00034
5eb4ea36da6da3b502db0782,227-VI-00047
5eb4eb2bda6da3b502db3ab2,336-VI-00004
5eb4ea8fda6da3b502db1a7e,238-VI-00006
5f3f626306158f011efa1c01,632-PR-00625
5fee32ce9e8b013f26901a56,070-PR-00893
5eb4e9e8da6da3b502daf58a,221-VI-00012
60e741bb86f54aa214e79f6c,660-VI-00008
5f09f6fbf1cdbf68d05dd5a6,475-VI-00004
603ba4019e8b013f26f73ca5,076-CO-00120
607ee707b5ef6a0c98539254,1113-EE-00195
5f99486385445785cce80a37,189-VI-00196
5eb4e922da6da3b502dac2ac,189-VI-00189
5eb4ea22da6da3b502db0323,227-VI-00008
5eb4e7e9da6da3b502da3b3b,042-VI-00002
5ecfc8c8215810782995a124,400-VI-00001
5eb4e9abda6da3b502dae755,212-VI-00049
61b9935e21f9a393b3bd4061,350-VI-00005
5eb4e8a0da6da3b502da96d8,140-VI-00046
5f06af6bf1cdbf68d03024a0,058-PR-00362
5eb4e9e8da6da3b502daf569,219-VI-00056
5f68298206158f011ead2baa,058-VI-00087
60fb55e386f54aa214543fe6,339-VI-00018
5f74270406158f011e176c31,673-AA-00001
5f3f6dc006158f011efbed65,679-VI-00001
5f3f4fba06158f011ef5bd13,158-VI-00054
607ee475b5ef6a0c9852f5c2,686-VI-00011
5ef62e0ef1cdbf68d07a6279,040-VI-00004
5ef631c1f1cdbf68d07ad513,216-AA-00010
5fee3d2e9e8b013f2690f0e0,188-PR-02657
5ec01fa02158107829de6fd6,112-AA-00002
5f24584406158f011e966524,415-VI-00004
5eb4e8f5da6da3b502dab4d0,166-VI-00003
5eb4e83dda6da3b502da6bb2,088-AA-00002
5eb4e8cfda6da3b502daa827,160-VI-00009
5efcc368f1cdbf68d0c14532,163-VI-00024
5eb4eaa7da6da3b502db1f82,247-VI-00016
5f2b4ba206158f011ed86146,412-VI-00002
60a69476c06b49dd3f69aa4e,001-HV-00080
5ef4df72f1cdbf68d06e2116,224-VI-00016
5ec5852921581078292398c7,239-VI-00003
5eb4e80eda6da3b502da518d,057-VI-00007
5eb4e976da6da3b502dad937,199-VI-00021
5ec8326d21581078294c3f5b,205-VI-00004
611d321f786f7f0df6636f48,412-VI-00015
5f148660f1cdbf68d0e27e16,403-VI-00011
607edac4b5ef6a0c984f3430,1065-VI-00001
5eb4e922da6da3b502dac2bb,189-VI-00198
5f3f5e1806158f011ef9303e,281-VI-00017
5f187269f1cdbf68d010524b,098-VI-00036
5fef90179e8b013f26ac5898,058-PR-02580
60e742ed86f54aa214e8850f,653-PR-03100
5ee2534cf1cdbf68d09affd6,408-VI-00001
5eb4ebc9da6da3b502db5909,439-VI-00022
5eb4ea36da6da3b502db0798,227-VI-00057
61a8702921f9a393b392c7fc,837-AA-00010
60e742d986f54aa214e872df,453-PR-03161
5eb4e802da6da3b502da48c9,047-VI-00019
5fee5d1f9e8b013f26932812,850-VI-00001
5ee50ea9f1cdbf68d0bf3618,580-VI-00003
5fedf9cf9e8b013f26899ddb,083-VI-00006
5f5513d306158f011e1e43c4,658-PR-00734
61f2440921f9a393b3fc203b,145-VI-00011
5fee66779e8b013f2693b61a,439-CO-00285
5eb4ecbeda6da3b502dbac8a,578-VI-00001
5eb4eaa7da6da3b502db1f6b,247-VI-00005
60e73e5486f54aa214e59558,145-VI-00001
60e7428b86f54aa214e838c1,143-PR-02663
5eb4ea65da6da3b502db11ab,232-VI-00029
60e7418e86f54aa214e786de,593-VI-00019
607ee8bab5ef6a0c9853f1d5,1044-PR-02078
618e71726abee66874ebffee,071-PR-03460
5eb4ea7ada6da3b502db1624,236-VI-00004
5ec831c721581078294c2693,167-VI-00011
61140d34786f7f0df6816f13,1096-VI-00002
5f99b3d385445785ccf33583,752-VI-00004
5f63153f06158f011e762f00,491-EE-00041
5f8d115f85445785cc89e1fa,628-VI-00003
5ed9d364f1cdbf68d0246070,139-VI-00096
5eb4e943da6da3b502dacc1a,194-VI-00010
5eb4eb43da6da3b502db3f54,388-VI-00001
61113b16786f7f0df60ce7bf,127-VI-00008
5fee12f59e8b013f268ce871,228-AA-00001
61547207786f7f0df6e3550e,346-PR-02306
5ed884502158107829f9ce37,169-VI-00051
5fee2f3e9e8b013f268fcb27,476-VI-00002
603b9f269e8b013f26f5f7ab,339-VI-00006
5f0408adf1cdbf68d014df27,224-VI-00070
5eee4223f1cdbf68d027f520,047-VI-00098
5eb4e83dda6da3b502da6bd3,089-AA-00003
5fee471d9e8b013f2691b832,330-PR-02457
5fee0eff9e8b013f268c944c,220-VI-00050
5eb4eb2bda6da3b502db3abf,337-VI-00002
62625339755cba02e5158c7a,1266-PR-03486
5f26fcdd06158f011ea7f326,410-VI-00001
5eea5499f1cdbf68d0fcef3a,644-VI-00006
625f3e67755cba02e57a5ee7,842-VI-00008
5eb4eb42da6da3b502db3f2a,377-VI-00004
5f3f5aa006158f011ef85903,237-AA-00005
5f20602c3a620227c4d27989,400-PR-00513
5f5b6d3406158f011ea370b4,246-AA-00001
5fee58679e8b013f2692e137,686-VI-00008
5f040595f1cdbf68d01414ac,047-VI-00066
6088a651b5ef6a0c98a3ebd9,208-CO-00623
5f5513ba06158f011e1e41d0,442-PR-00460
5ececa8e2158107829860b82,080-VI-00032
5f040908f1cdbf68d014ee75,251-VI-00018
5eb4eb6fda6da3b502db47fc,416-VI-00001
60e7428186f54aa214e82daf,127-PR-03004
5eb4eafbda6da3b502db310c,290-VI-00002
5ef43f41f1cdbf68d0670122,462-VI-00013
607ee38db5ef6a0c9852ae2a,514-VI-00010
60e742ac86f54aa214e850c4,245-PR-02636
5f13331bf1cdbf68d0d2bb2c,386-PR-00212
5fedfa6b9e8b013f2689b46c,1004-VI-00001
5f04b00bf1cdbf68d019fb14,434-VI-00011
5eb4e7e7da6da3b502da3ae7,039-VI-00001
5eb4e9e8da6da3b502daf56b,219-VI-00057
6176c1046e54bb62e7c993c2,123-PR-03457
5f58004006158f011e4cf107,350-VI-00001
5f5512fe06158f011e1e3136,166-PR-00393
5f21b83706158f011e818ec2,327-CO-00316
5f81044485445785ccdec1d0,442-PR-02129
5eb4e80eda6da3b502da5111,056-AA-00002
5efcc60af1cdbf68d0c19bfb,056-CO-00013
5faa74a4205391c03b5e5c77,616-VI-00001
5f0caed4f1cdbf68d0791ef7,341-VI-00006
5eb4e822da6da3b502da5e89,068-VI-00001
5eb4e923da6da3b502dac2ed,190-VI-00021
5eced4e9215810782987ed56,307-VI-00027
5f1b1bdef1cdbf68d031f1da,058-PR-00635
5eb4e83dda6da3b502da6be3,098-AA-00001
5ebc2b7cda6da3b5022ff6f7,075-VI-00007
5f06b1d9f1cdbf68d0306a1a,421-VI-00009
5f3f687e06158f011efb3dd2,465-VI-00001
5f3f627d06158f011efa20ee,462-HV-00046
5ee24fa2f1cdbf68d09a8d5d,080-VI-00035
5fee59ee9e8b013f2692f544,738-VI-00002
6160c3f9dbd480e4a9c493a3,195-PR-02498
5ecec8ce2158107829857ee7,045-VI-00095
5ee3b72cf1cdbf68d0ae7e6a,058-VI-00023
607eec1fb5ef6a0c9854c249,095-DC-00013
5eb4ecbeda6da3b502dbac79,577-VI-00008
5eced5ed21581078298817a7,411-VI-00002
5f04a6c8f1cdbf68d0190374,215-VI-00021
5ec583082158107829232ba7,150-VI-00005
5eb4e9c0da6da3b502daec96,216-VI-00054
5f55131e06158f011e1e33d0,221-PR-00514
5f550dd106158f011e1db0f0,253-AA-00002
607ee73bb5ef6a0c98539e0e,439-EE-00068
5ed537752158107829d8073f,047-VI-00066
5f1d100d3a620227c4b7982b,194-VI-00007
5eb4ec62da6da3b502db8d07,511-VI-00021
5ef43b38f1cdbf68d066a2bb,224-VI-00015
5eb4ea36da6da3b502db0774,227-VI-00039
5ee3b9d6f1cdbf68d0aee357,199-VI-00066
5ed9d782f1cdbf68d024eb9e,341-PR-00294
5f5513be06158f011e1e4220,461-PR-00326
607eea86b5ef6a0c985464fc,354-PR-03092
5f3f6ad406158f011efb8d8d,393-EE-00061
607ee3a7b5ef6a0c9852b6b9,514-VI-00009
5eb4e923da6da3b502dac2f1,190-VI-00023
60e7420286f54aa214e7d019,200-CO-00735
5eb4e823da6da3b502da5ed1,070-VI-00011
5f040934f1cdbf68d014f5db,304-VI-00005
5faa2a64205391c03b594099,176-AA-00004
5ee66061f1cdbf68d0cebb30,562-VI-00005
